text,target
"ఆసీస్‌ గడ్డపై అరంగేట్ర మ్యాచ్‌లో అత్యధిక పరుగులు చేసిన భారత బ్యాట్స్‌మెన్‌గా మయాంక్‌ రికార్డు సృష్టించాడు.
",1
ఇప్పటికే బీజేపీ విషయంలో వైసీపీ మెతక వైఖరితో ఉండటంతో ఈ వర్గాలు ఆ పార్టీపై అసంతృప్తితో ఉన్నాయన్న ప్రచారం ఉంది,0
"వెల్లింగ్టన్‌: ఇప్పటికే టీమిండియాతో వన్డే సిరీస్‌ను కోల్పోయిన న్యూజిలాండ్‌కు మరో ఎదురుదెబ్బ తగలింది.
",0
మురాద్‌ ఎమోషన్స్‌ అన్నీ చూసే ప్రేక్షకులు కూడా ఫీలయ్యేంతగా అతని స్టోరీతో కనక్ట్‌ చేసింది,1
"‘మహీకి అద్భుతమైన క్రికెట్‌ పరిజ్ఞానం ఉంది.
",1
"గురువారం వెలువడిన ఫలితాల్లో టీడీపీ చిత్తుచిత్తుగా ఓడటంతో బెట్టింగ్‌లో పెట్టిన డబ్బులను అతడు కోల్పోయాడు.
",0
"పోలీసులు కేసు దర్యాప్తు చేస్తున్నారు.
",1
అతడి బౌలింగ్‌తో ఆసీస్‌ ఆటగాళ్లను ముప్పతిప్పలు పెట్టాడు.,0
"అతనికి ఆపారమైన అనుభవం ఉంది.
",1
"సార్వత్రిక ఎన్నికల్లో అఖండ విజయం సాధించి, ఎన్డీఏ పక్షనేతగా ఎన్నికైన మోదీని వెంకయ్య అభినందించారు.
",1
"అయితే మొదటి ఇన్నింగ్స్‌లో భారత్‌ను కట్టడి చేయడంలో విఫలమయ్యాం.
",0
జైనూర్‌ మండలం జంగాం పంచాయతీ రాంజీగూడ గ్రామానికి చెందిన ప్రభుత్వ ఉపాధ్యాయుడు కుమ్ర నారాయణ 52 ఏప్రిల్‌ 25 అర్ధరాత్రి తన భార్య యమునాబాయితో గొడవ పెట్టుకొని ఇంటికి నిప్పటించి పరారయ్యాడు,0
దేశంలో ముఖ్యంగా తెలుగు రాష్ట్రాల్లో మందు బాబులు ఏటేటా పెరిగిపోతున్నారు,0
"ఐదేళ్లు ముఖ్యమంత్రిగా, తర్వాత ఎన్నికల ప్రచారంతో చంద్రబాబు బిజీ అయ్యారు.
",1
"రూ:150 శీఘ్ర దర్శనం టిక్కెట్లలో గోల్‌మాల్‌ జరిగినట్లు అధికారులు తెలిపారు.
",0
"ఈక్రమంలో సచిన్‌ ఆసీస్‌ పిచ్‌లపై ఏవిధంగా బ్యాటింగ్‌ చేయాలో, దూసుకొచ్చే బంతులను ఎలా ఎదుర్కోవాలో,అతనితో పూర్తిస్థాయిలో చర్చించాడు.
",1
"ఆంధ్రప్రదేశ్‌లోని విశాఖ జిల్లాలో అనుమతులు లేని మైనింగ్‌లకు జగన్ ప్రభుత్వం బ్రేకులు వేసింది.
",1
"మొదటి వన్డేలో ధారళంగా పరుగులు ఇచ్చినా, ఆల్‌రౌండర్‌ అనే ఘనతతో జట్టులో కొనసాగే అవకాశం ఉంది.
",1
"సంతలో పశువుల్ని కొనుగోలు చేసినట్లు ప్రతిపక్షంలో ఉన్న వైసీపీ ఎమ్మెల్యేలను నాడు చంద్రబాబు కొనుగోలు చేశారని జగన్ మండిపడ్డారు.
",0
బాత్‌రూమ్‌లో రక్తపు మడుగులో ఉన్న ఆయన్ని అనుచరులు ఆస్పత్రికి తరలించగా అప్పటికే మృతిచెందినట్టు వైద్యులు తెలిపారు,0
ఎప్పటిలాగే నాగశౌర్య అందంగా కనిపించాడు.,1
"ఎన్నిక‌ల ముందు ఆ పార్టీ మీడియా ప్ర‌తినిధిగా ఉన్న విజ‌య‌బాబు తో ప్రారంభ‌మైన నేత‌ల రాజీనామాలు  ఇప్పుడు పార్టీలో ఇబ్బందిక‌ర వాతావ‌ర‌ణ సృష్టిస్తోంది.
",0
దినేష్‌ కార్తీక్‌తోపాటు రిషబ్‌ పంత్‌ కూడా ఆఫ్ఘనిస్తాన్‌తో మ్యాచ్‌కు అందుబాటులో ఉండడంతో వీరిలో ఒకరికి చోటు దక్కే అవకాశముంది,1
"అతిథి పాత్రలో పూర్ణ తళుక్కున మెరిశారు.
",1
